word	completeness_level	documents_info
si-jo-wo-te	COMPLETE	[(4747, True)]
si-ki-ro	COMPLETE	[(608, True)]
si-ki-to	COMPLETE	[(2983, True)]
si-ma	COMPLETE	[(4933, True), (4936, True)]
si-ma-ko	COMPLETE	[(5269, True)]
si-mi-do	COMPLETE	[(2673, True)]
si-mi-jo	INCOMPLETE	[(2330, False)]
si-mi-te-u	COMPLETE	[(700, True), (2646, True)]
si-mo	COMPLETE	[(323, True)]
si-mu-ta	COMPLETE	[(5073, True)]
si-na-jo	INCOMPLETE	[(4020, False)]
si-ne-e-ja	COMPLETE	[(2654, True)]
si-ni-ja	INCOMPLETE	[(1461, False)]
si-ni-to	COMPLETE	[(3293, True)]
si-no-u-ro	COMPLETE	[(4755, True)]
si-nu-ke	COMPLETE	[(2654, True)]
si-nu-mo-ro	COMPLETE	[(4481, True)]
si-pa-ta-do	COMPLETE	[(3676, True)]
si-pa-ta-no	COMPLETE	[(5073, True)]
si-pe	INCOMPLETE	[(1490, False)]
si-pe-we	COMPLETE	[(2776, True)]
si-phu	COMPLETE	[(2677, True)]
si-po-ro	COMPLETE	[(4738, True), (5470, True)]
si-qa	COMPLETE	[(2526, True)]
si-ra	MOSTLY_INCOMPLETE	[(1119, False), (1422, False), (2726, True)]
si-ra-ko	COMPLETE	[(2519, True), (2723, True), (3135, True)]
si-ra-no	COMPLETE	[(675, True)]
si-ra-pe-te-so	COMPLETE	[(687, True)]
si-ra-ri-ja	INCOMPLETE	[(4378, False)]
si-ra-ro	COMPLETE	[(2776, True), (2869, True)]
si-ra-si-ja	COMPLETE	[(1222, True)]
si-ra-so	COMPLETE	[(2671, True)]
si-ra-ta	COMPLETE	[(5071, True)]
si-re-wa	COMPLETE	[(5097, True), (5144, True)]
si-re-we	INCOMPLETE	[(2705, False)]
si-ri-jo	COMPLETE	[(4951, True)]
si-ri-jo-jo	COMPLETE	[(4852, True)]
si-ri-pi-jo	COMPLETE	[(3681, True)]
si-ro	INCOMPLETE	[(1856, False)]
si-ta-ro	COMPLETE	[(1434, True), (3221, True), (3294, True)]
si-to	COMPLETE	[(2321, True), (2643, True)]
si-to-ko-wo	COMPLETE	[(4711, True)]
si-to-po	INCOMPLETE	[(2674, False)]
si-to-po-ti-ni-ja	COMPLETE	[(2367, True)]
si-wa	INCOMPLETE	[(892, False)]
si-we	INCOMPLETE	[(748, False)]
si-za	COMPLETE	[(2681, True)]
so	INCOMPLETE	[(68, False), (594, False), (652, False), (669, False), (703, False), (1321, False), (1344, False), (1719, False), (1746, False), (1941, False), (1944, False), (2649, False), (3214, False), (3395, False), (3562, False), (3570, False), (3685, False), (4303, False), (4305, False), (4337, False), (4351, False), (4993, False), (5034, False)]
so-de	INCOMPLETE	[(5012, False), (5039, False)]
so-i	INCOMPLETE	[(2663, False)]
so-i-ne	INCOMPLETE	[(2403, False)]
so-ma	INCOMPLETE	[(4411, False)]
so-mo	INCOMPLETE	[(3808, False)]
so-na-pe	INCOMPLETE	[(4709, False)]
so-ni-ja	INCOMPLETE	[(5711, False)]
so-ro-pe-o	COMPLETE	[(4707, True)]
so-tu-wo-no	INCOMPLETE	[(965, False)]
so-u-ro	COMPLETE	[(4933, True), (4937, True)]
so-we-ne-ja	COMPLETE	[(5348, True)]
so-we-no-qe	COMPLETE	[(5349, True), (5355, True), (5356, True)]
so-wo-te	COMPLETE	[(5181, True)]
su	MOSTLY_INCOMPLETE	[(1596, False), (1630, False), (1917, False), (3598, False), (4225, True)]
su-*56-ta	INCOMPLETE	[(2692, False)]
su-di-ni-ko	INCOMPLETE	[(3223, False)]
su-ja-to	COMPLETE	[(4468, True)]
su-ke-re	COMPLETE	[(2667, True)]
su-ke-re-o	COMPLETE	[(2677, True)]
su-ki-ri	INCOMPLETE	[(1361, False)]
su-ki-ri-ta	MOSTLY_COMPLETE	[(2937, False), (3099, True), (3100, True), (3270, True), (3473, True), (3639, True)]
su-ki-ri-ta-jo	COMPLETE	[(2749, True), (2779, True)]
su-ki-ri-ta-pi	COMPLETE	[(3377, True)]
su-ki-ri-to	COMPLETE	[(2677, True)]
su-ko	UNCERTAIN	[(676, True), (1369, False), (4849, False), (4951, True)]
su-ko-ne	COMPLETE	[(4101, True)]
su-ma-no	COMPLETE	[(3300, True)]
su-mi	COMPLETE	[(2677, True)]
su-mo-no-qe	COMPLETE	[(133, True)]
su-pa-ta	INCOMPLETE	[(670, False)]
su-po	COMPLETE	[(3167, True)]
su-pu-wo	COMPLETE	[(2780, True)]
su-qo-ta	COMPLETE	[(4838, True)]
su-qo-ta-o	COMPLETE	[(4791, True), (4794, True), (4795, True), (4808, True), (4809, True), (4815, True)]
su-ra	INCOMPLETE	[(922, False)]
su-ra-se	COMPLETE	[(4675, True), (4678, True), (4683, True)]
su-ra-te	COMPLETE	[(4678, True), (4683, True)]
su-ri-jo	COMPLETE	[(1329, True)]
su-ri-mi-jo	MOSTLY_INCOMPLETE	[(211, False), (3870, False), (4133, True)]
su-ri-mo	MOSTLY_COMPLETE	[(176, True), (235, True), (1438, False), (2644, True), (2939, True), (2952, True), (3056, True), (3102, True), (3115, True), (3173, True), (3198, True), (3206, True), (3211, True), (3253, True), (3281, True), (3285, True), (3286, True), (3287, True), (3296, True), (3312, True), (3401, True), (3471, False), (3552, False), (3553, False), (3634, True), (3637, True), (3651, True), (3664, False), (3738, False), (4268, True)]
su-ro-no	MOSTLY_COMPLETE	[(5639, True), (5647, True), (5664, False)]
su-ru-so	COMPLETE	[(3584, True)]
su-se	COMPLETE	[(3015, True)]
su-ta-no	COMPLETE	[(2979, True)]
su-ti-jo	INCOMPLETE	[(3720, False)]
su-we-ro-wi-jo	COMPLETE	[(4726, True)]
su-za	MOSTLY_INCOMPLETE	[(3907, True), (4224, False), (4226, False), (4960, False)]
ta	MOSTLY_INCOMPLETE	[(17, False), (171, False), (279, False), (403, False), (572, False), (624, False), (661, False), (750, False), (990, False), (1048, False), (1091, False), (1104, False), (1293, False), (1300, False), (1304, False), (1362, False), (1420, False), (1448, False), (1540, False), (1598, False), (1669, False), (1670, False), (1754, False), (1844, False), (1923, False), (2004, False), (2031, False), (2170, False), (2173, False), (2180, False), (2402, True), (2689, False), (2707, False), (2775, True), (3504, False), (3534, False), (3556, False), (4255, False), (4265, False), (4713, False), (4723, False), (4752, False), (4767, False), (4775, False), (5058, False), (5409, False), (5419, False), (5553, False), (5554, False), (5560, False), (5738, False)]
ta-*22	INCOMPLETE	[(5765, False)]
ta-*22-de-so	COMPLETE	[(5660, True), (5661, True), (5662, True)]
ta-*49-ro	COMPLETE	[(3010, True)]
ta-a-ro	COMPLETE	[(5734, True)]
ta-de-so	MOSTLY_COMPLETE	[(683, True), (1428, False), (2671, True), (3244, True), (3268, True), (5658, True)]
ta-di-*22-so	COMPLETE	[(3252, True)]
ta-i-po	COMPLETE	[(3049, True)]
ta-ja-no	COMPLETE	[(3709, True)]
ta-jo	INCOMPLETE	[(25, False), (5076, False)]
ta-jo-jo	INCOMPLETE	[(2592, False)]
ta-ki-jo	INCOMPLETE	[(4987, False)]
ta-ko-ro	INCOMPLETE	[(623, False)]
ta-ma	INCOMPLETE	[(128, False)]
ta-mi-de-so	COMPLETE	[(3397, True)]
ta-mi-je-u	COMPLETE	[(5057, True)]
ta-mi-ta-na	COMPLETE	[(5169, True)]
ta-mi-te-mo	COMPLETE	[(4109, True)]
ta-mo	INCOMPLETE	[(666, False)]
ta-na	INCOMPLETE	[(2394, False)]
ta-na-du	INCOMPLETE	[(1302, False)]
ta-na-po-so	COMPLETE	[(3071, True), (3593, True)]
ta-na-qo	INCOMPLETE	[(2510, False)]
ta-na-ti	INCOMPLETE	[(619, False)]
ta-na-to	COMPLETE	[(3249, True)]
ta-na-wa	COMPLETE	[(5319, True)]
ta-na-wo	COMPLETE	[(5068, True)]
ta-ni-ko	COMPLETE	[(4726, True)]
ta-ni-ko-qe	COMPLETE	[(4732, True)]
ta-no	INCOMPLETE	[(1841, False)]
ta-nu	INCOMPLETE	[(4013, False)]
ta-nu-ko	COMPLETE	[(4708, True)]
ta-o	INCOMPLETE	[(376, False), (3541, False), (3543, False)]
ta-pa	INCOMPLETE	[(1276, False)]
ta-pa-da-no	COMPLETE	[(2674, True)]
ta-pa-e-o-te	COMPLETE	[(2724, True)]
ta-pa-no	MOSTLY_COMPLETE	[(300, True), (1442, False), (3901, True)]
ta-pe-ro	COMPLETE	[(2985, True)]
ta-qa-ra	INCOMPLETE	[(1425, False)]
ta-qa-ra-te	INCOMPLETE	[(1711, False)]
ta-qa-ra-ti	COMPLETE	[(710, True)]
ta-qe	INCOMPLETE	[(5394, False)]
ta-ra	MOSTLY_INCOMPLETE	[(1093, False), (2644, True), (5091, False), (5398, False)]
ta-ra-i	COMPLETE	[(983, True)]
ta-ra-jo	INCOMPLETE	[(4251, False)]
ta-ra-ke-wi	INCOMPLETE	[(4704, False)]
ta-ra-ma-o	COMPLETE	[(4681, True)]
ta-ra-ma-ta	MOSTLY_COMPLETE	[(4804, True), (4816, True), (4841, True), (5412, False)]
ta-ra-ma-ta-o	MOSTLY_COMPLETE	[(4679, True), (4686, False), (4837, True)]
ta-ra-me-to	COMPLETE	[(2829, True)]
ta-ra-mi-ka	COMPLETE	[(4866, True), (4954, True)]
ta-ra-nu	MOSTLY_COMPLETE	[(696, True), (5346, True), (5347, True), (5349, True), (5352, True), (5355, True), (5356, True)]
ta-ra-nu-qe	COMPLETE	[(5346, True)]
ta-ra-nu-we	COMPLETE	[(5355, True), (5408, True)]
ta-ra-pe-se	COMPLETE	[(5413, True)]
ta-ra-pi	INCOMPLETE	[(2903, False)]
ta-ra-qo	COMPLETE	[(3873, True)]
ta-ra-sa-ta	COMPLETE	[(837, True)]
ta-ra-si-ja	MOSTLY_COMPLETE	[(571, True), (1535, False), (2344, True), (4389, True), (4390, True), (4457, True), (5057, True), (5058, True), (5059, True), (5060, False), (5061, True), (5062, True), (5063, True), (5064, True), (5065, True), (5066, True), (5067, True), (5068, True), (5069, True), (5070, True), (5071, True), (5074, True), (5076, True)]
ta-ra-to	COMPLETE	[(4705, True), (4938, True)]
ta-ra-to-no	COMPLETE	[(3142, True)]
ta-re-u	COMPLETE	[(5068, True)]
ta-re-wa	COMPLETE	[(4983, True)]
ta-re-wo	INCOMPLETE	[(3510, False)]
ta-ri-ja	INCOMPLETE	[(5394, False)]
ta-ro	INCOMPLETE	[(1554, False), (2172, False), (2432, False), (2433, False), (3295, False)]
ta-rya	INCOMPLETE	[(2502, False)]
ta-rya-to	MOSTLY_COMPLETE	[(4931, True), (4934, True), (4944, True), (4946, True), (4947, False)]
ta-si-ko-no	COMPLETE	[(4181, True)]
ta-so	MOSTLY_COMPLETE	[(2674, True), (2779, False), (3634, True)]
ta-su	COMPLETE	[(4464, True)]
ta-ta-ke-u	COMPLETE	[(4774, True)]
ta-ta-ro	MOSTLY_COMPLETE	[(239, True), (1120, False), (2673, True), (4893, True), (4937, True), (4949, True)]
ta-ta-ta	COMPLETE	[(2835, True)]
ta-te-re	COMPLETE	[(4708, True)]
ta-ti-jo	INCOMPLETE	[(1472, False)]
ta-ti-qo-we-u	COMPLETE	[(4729, True)]
ta-ti-qo-we-wo	COMPLETE	[(4724, True)]
ta-to	COMPLETE	[(4747, True)]
ta-to-mo	COMPLETE	[(779, True), (4747, True), (4769, True), (5408, True)]
ta-to-qe	COMPLETE	[(2669, True)]
ta-u-na	INCOMPLETE	[(1244, False)]
ta-u-na-so	COMPLETE	[(3232, True), (3735, True), (4132, True)]
ta-u-pa-du-we	COMPLETE	[(3873, True)]
ta-u-po-no	COMPLETE	[(598, True)]
ta-u-ro	COMPLETE	[(687, True)]
ta-wa-ko-to	COMPLETE	[(145, True)]
ta-we-si-jo	UNCERTAIN	[(3588, True), (3717, False)]
ta-we-si-jo-jo	COMPLETE	[(4710, True), (5384, True)]
ta-wo	INCOMPLETE	[(1480, False), (3529, False)]
ta-za	INCOMPLETE	[(3084, False), (3637, False)]
ta-za-ro	COMPLETE	[(680, True), (2846, True), (3054, True)]
ta-zo-te-ja	INCOMPLETE	[(5412, False)]
te	MOSTLY_INCOMPLETE	[(260, False), (664, False), (703, False), (774, True), (1129, False), (1151, False), (1259, False), (1383, False), (1455, False), (1600, False), (1871, False), (2141, False), (2142, False), (2217, False), (2683, True), (2694, True), (3935, True), (3966, False), (4397, False), (4464, False), (4493, False), (4696, False), (4771, False), (5032, False), (5142, False), (5149, False), (5324, False), (5548, False), (5563, False)]
te-a	INCOMPLETE	[(1685, False)]
te-do-ne-ja	COMPLETE	[(5412, True)]
te-i-ja	COMPLETE	[(2307, True), (5007, True)]
te-i-jo	INCOMPLETE	[(4805, False)]
te-ja	INCOMPLETE	[(1692, False)]
te-ja-ro	MOSTLY_COMPLETE	[(676, True), (1286, False), (1626, True)]
te-je	INCOMPLETE	[(4998, False)]
te-jo	UNCERTAIN	[(1447, False), (1755, False), (3713, True), (4273, True)]
te-ke	COMPLETE	[(5350, True)]
te-ki-ri-ne-to	COMPLETE	[(3533, True)]
te-ko	INCOMPLETE	[(5077, False)]
te-ko-to	COMPLETE	[(4967, True)]
te-ko-to-a-pe	COMPLETE	[(4695, True)]
te-ko-to-na-pe	MOSTLY_COMPLETE	[(4696, True), (4731, False), (4785, True)]
te-ko-to-ne	COMPLETE	[(2645, True)]
te-me-no	COMPLETE	[(4959, True)]
te-me-u	INCOMPLETE	[(998, False)]
te-mi	COMPLETE	[(3275, True)]
te-mi-de-we-te	COMPLETE	[(5328, True)]
te-mi-dwe	COMPLETE	[(555, True)]
te-mi-dwe-ta	COMPLETE	[(555, True), (556, True), (560, True), (563, True), (566, True), (568, True), (573, True), (576, True), (577, True), (5318, True), (5319, True)]
te-mi-dwe-te	COMPLETE	[(559, True), (565, True)]
te-mi-ro	COMPLETE	[(2982, True)]
te-mi-ti-ja	INCOMPLETE	[(5264, False)]
te-mi-ti-jo	COMPLETE	[(4635, True)]
te-mi-we-te	INCOMPLETE	[(519, False)]
te-na-ja-so	INCOMPLETE	[(2671, False)]
te-nu	COMPLETE	[(645, True)]
te-o	UNCERTAIN	[(2053, False), (2511, True), (3943, True), (3980, False), (4193, False), (4467, False), (4857, True), (4941, True), (4953, True)]
te-o-do-ra-qe	COMPLETE	[(2382, True)]
te-o-i	COMPLETE	[(3872, True), (5027, True), (5050, True)]
te-o-jo	MOSTLY_COMPLETE	[(4851, True), (4853, True), (4854, True), (4861, True), (4865, True), (4866, True), (4873, False), (4879, False), (4882, True), (4886, True), (4887, True), (4890, True), (4895, True), (4896, True), (4897, True), (4898, True), (4902, True), (4904, True), (4905, True), (4906, True), (4907, True), (4912, True), (4916, True), (4921, True), (4925, True), (4928, True), (4931, True), (4933, True), (4934, False), (4935, True), (4936, True), (4937, True), (4938, True), (4940, True), (4941, True), (4943, False), (4944, True), (4946, True), (4947, True), (4948, True), (4950, True), (4951, True), (4953, True), (4954, True)]
te-o-na	COMPLETE	[(4934, True)]
te-o-ne	INCOMPLETE	[(2531, False)]
te-o-po	INCOMPLETE	[(4700, False)]
te-o-po-ri-ja	COMPLETE	[(143, True), (4163, True)]
te-pa	MOSTLY_INCOMPLETE	[(785, True), (1241, False), (4302, False)]
te-pa-i	COMPLETE	[(2341, True)]
te-pa-ra	COMPLETE	[(2828, True)]
te-pe	COMPLETE	[(5070, True)]
te-pe-ja	COMPLETE	[(4456, True)]
te-pe-ja-o	COMPLETE	[(4674, True)]
te-pe-u	COMPLETE	[(4714, True)]
te-pi-ja-qe	INCOMPLETE	[(4987, False)]
te-po-se-u	COMPLETE	[(5077, True), (5264, True)]
te-qa-de	COMPLETE	[(2402, True)]
te-qa-ja	COMPLETE	[(2654, True), (4950, True)]
te-qa-ta-qe	COMPLETE	[(4721, True)]
te-qi-jo-ne	COMPLETE	[(5377, True)]
te-qi-ri-jo-ne	COMPLETE	[(4986, True), (5412, True)]
te-ra	INCOMPLETE	[(689, False)]
te-ra-ni-ja	COMPLETE	[(4737, True)]
te-ra-pe-te	COMPLETE	[(667, True)]
te-ra-pi-ke	COMPLETE	[(4884, True), (4951, True)]
te-ra-po-si-jo	MOSTLY_COMPLETE	[(2976, True), (3088, True), (3238, True), (3240, True), (3603, True), (4374, False)]
te-ra-po-ti	COMPLETE	[(3903, True)]
te-ra-u-re-o	INCOMPLETE	[(5295, False)]
te-ra-wo	COMPLETE	[(2316, True), (2318, True), (2320, True)]
te-ra-wo-ne	COMPLETE	[(4985, True)]
te-re	INCOMPLETE	[(1233, False), (2780, False), (4717, False), (5142, False), (5464, False)]
te-re-do	COMPLETE	[(4783, True)]
te-re-ja	COMPLETE	[(4849, True), (4870, True), (4951, True)]
te-re-ja-e	COMPLETE	[(4849, True), (4870, True), (4951, True)]
te-re-ja-wo	COMPLETE	[(832, True)]
te-re-ne-we	COMPLETE	[(4696, True)]
te-re-ne-wi-ja	COMPLETE	[(4731, True), (4785, True)]
te-re-no	COMPLETE	[(4100, True)]
te-re-ta	MOSTLY_COMPLETE	[(625, True), (626, True), (627, False), (631, False), (1231, True), (2645, True), (2742, False), (4849, True), (4928, False), (4933, True), (4937, True), (4951, True), (4956, True), (4959, True)]
te-re-ta-o	COMPLETE	[(4959, True)]
te-re-te-we	COMPLETE	[(4720, True)]
te-re-u	INCOMPLETE	[(1538, False)]
te-re-wa	INCOMPLETE	[(1288, False)]
te-re-wa-ko	COMPLETE	[(2789, True)]
te-ri-ja	COMPLETE	[(5381, True)]
te-ro	INCOMPLETE	[(4342, False)]
te-ro-a	COMPLETE	[(5082, True)]
te-ro-ri-jo	COMPLETE	[(638, True)]
te-ru	INCOMPLETE	[(1599, False)]
te-ru-ro	COMPLETE	[(3197, True), (4488, True)]
te-ru-sa	COMPLETE	[(3581, True)]
te-ru-wo-te	INCOMPLETE	[(2785, False)]
te-rya	INCOMPLETE	[(1376, False)]
te-se-e	COMPLETE	[(5202, True)]
te-se-u	COMPLETE	[(4931, True), (4941, True)]
te-so	INCOMPLETE	[(2671, False)]
te-so-qe	COMPLETE	[(5390, True)]
te-ta	INCOMPLETE	[(875, False)]
te-ta-ra-ne	COMPLETE	[(4694, True), (4721, True)]
te-te	INCOMPLETE	[(4237, False)]
te-te-re-u	COMPLETE	[(4917, True), (4950, True), (5059, True)]
te-te-u	COMPLETE	[(689, True)]
te-to	INCOMPLETE	[(3218, False)]
te-tu-ko-wo-a	COMPLETE	[(4297, True)]
te-tu-ko-wo-ha	COMPLETE	[(5303, True)]
te-tu-ru-we	COMPLETE	[(5248, True), (5259, True)]
te-u	INCOMPLETE	[(1254, False), (1316, False), (3034, False), (3317, False), (4714, False)]
te-u-ke-pi	COMPLETE	[(5369, True)]
te-u-po-ro	INCOMPLETE	[(4730, False)]
te-u-ta-ra-ko-ro	UNCERTAIN	[(4715, False), (4941, True)]
te-u-to	COMPLETE	[(5064, True), (5068, True)]
te-u-to-ri-*65	INCOMPLETE	[(979, False)]
te-wa	INCOMPLETE	[(662, False), (1325, False), (4710, False)]
te-wa-jo	MOSTLY_COMPLETE	[(637, False), (2836, True), (3430, True), (4987, True)]
te-wa-ko-no	COMPLETE	[(4708, True)]
te-wa-te-u	INCOMPLETE	[(623, False), (640, False)]
te-we	INCOMPLETE	[(42, False), (721, False), (1484, False), (2386, False), (4319, False)]
te-wi-ja	INCOMPLETE	[(1258, False), (5418, False)]
te-wo	COMPLETE	[(1208, True)]
ti	INCOMPLETE	[(727, False), (735, False), (894, False), (1080, False), (1105, False), (1419, False), (1725, False), (1959, False), (2076, False), (2114, False), (2194, False), (2317, False), (3204, False), (3280, False), (3687, False), (3830, False), (4688, False), (5083, False), (5139, False), (5389, False), (5671, False)]
ti-da	INCOMPLETE	[(5749, False)]
ti-e-si	INCOMPLETE	[(5255, False)]
ti-ja	MOSTLY_INCOMPLETE	[(700, False), (3292, True), (3907, False), (5711, False)]
ti-ja-no	INCOMPLETE	[(66, False), (5481, False)]
ti-jo	INCOMPLETE	[(661, False), (2677, False), (2988, False), (3653, False), (3868, False), (4136, False), (4181, False), (4286, False), (4354, False)]
ti-ki-jo	COMPLETE	[(4703, True)]
ti-ko-ro	UNCERTAIN	[(3014, False), (4781, True)]
ti-ma	COMPLETE	[(898, True)]
ti-me-no	INCOMPLETE	[(4960, False)]
ti-mi-nu-wo	INCOMPLETE	[(4129, False)]
ti-mi-ti-ja	COMPLETE	[(4737, True), (5077, True), (5411, True)]
ti-mi-to	COMPLETE	[(4727, True), (4771, True)]
ti-mi-to-a-ke-e	COMPLETE	[(5072, True), (5095, True), (5180, True)]
ti-mi-to-qo	COMPLETE	[(5470, True)]
ti-mi-to-qo-re	COMPLETE	[(4738, True)]
ti-mi-za	COMPLETE	[(3259, True), (3327, True)]
ti-mu-nu-we	UNCERTAIN	[(131, True), (4467, False)]
ti-na-jo	INCOMPLETE	[(5064, False)]
ti-ni-ja-ta	COMPLETE	[(4985, True)]
ti-no	COMPLETE	[(2659, True), (4696, True)]
ti-no-de	INCOMPLETE	[(5024, False)]
ti-nwa-si-ja	COMPLETE	[(4555, True), (4588, True)]
ti-nwa-si-jo	COMPLETE	[(4829, True), (4987, True), (5077, True)]
ti-nwa-ti	INCOMPLETE	[(5087, False)]
ti-nwa-ti-ja-o	COMPLETE	[(4664, True)]
ti-qa-jo	COMPLETE	[(2678, True), (4942, True), (5057, True)]
ti-qa-jo-jo	COMPLETE	[(4932, True)]
ti-ra	MOSTLY_COMPLETE	[(137, True), (139, True), (1924, False)]
ti-re-wo	COMPLETE	[(4774, True)]
ti-ri	INCOMPLETE	[(1202, False), (1457, False), (1671, False), (2143, False), (4446, False)]
ti-ri-da-ro	MOSTLY_COMPLETE	[(4786, False), (4807, True), (4810, True)]
ti-ri-jo	UNCERTAIN	[(2390, False), (4747, True)]
ti-ri-jo-ko-so	COMPLETE	[(2996, True)]
ti-ri-jo-qa	MOSTLY_INCOMPLETE	[(288, True), (853, False), (980, False)]
ti-ri-jo-we	COMPLETE	[(5344, True)]
ti-ri-o-we-e	COMPLETE	[(5344, True)]
ti-ri-po	COMPLETE	[(5344, True), (5348, True)]
ti-ri-po-de	COMPLETE	[(5344, True)]
ti-ri-po-di-ko	COMPLETE	[(2374, True), (4770, True)]
ti-ri-sa-ta	INCOMPLETE	[(2830, False)]
ti-ri-se-ro-e	COMPLETE	[(5009, True), (5357, True)]
ti-ri-si	COMPLETE	[(5372, True)]
ti-ri-ti	INCOMPLETE	[(4143, False)]
ti-ri-ti-ja	COMPLETE	[(1240, True)]
ti-ri-ti-jo	UNCERTAIN	[(211, False), (3870, True)]
ti-ri-to	MOSTLY_COMPLETE	[(234, False), (616, True), (621, True), (626, True), (630, True), (632, True), (633, True), (636, True), (669, True), (1026, False), (1408, False), (2964, False), (2999, False), (3078, True), (3079, True), (3108, True), (3227, True), (3267, True), (3290, True), (3298, True), (3300, True), (3476, True), (3535, True), (3536, True), (3537, True), (3539, True), (3544, True), (3575, True), (3576, True), (3696, False), (4295, True), (4486, True), (4505, True)]
ti-ro	INCOMPLETE	[(3628, False)]
ti-se	COMPLETE	[(5394, True)]
ti-ta-ma	INCOMPLETE	[(1222, False), (1323, False)]
ti-ta-ma-i	COMPLETE	[(1214, True)]
ti-ta-ra	INCOMPLETE	[(4732, False)]
ti-to	COMPLETE	[(2425, True)]
ti-tu	INCOMPLETE	[(4754, False), (5663, False)]
ti-tu-so	COMPLETE	[(2346, True)]
ti-wa-ti-ja	COMPLETE	[(2650, True)]
ti-wo	INCOMPLETE	[(5554, False)]
ti-za	INCOMPLETE	[(3422, False)]
to	MOSTLY_INCOMPLETE	[(61, False), (210, False), (223, False), (379, True), (456, False), (574, False), (686, False), (697, False), (716, False), (900, False), (963, False), (1080, False), (1153, False), (1198, False), (1245, False), (1379, False), (1423, False), (1603, False), (1700, False), (1757, False), (1803, False), (1872, False), (1873, False), (2144, False), (2175, False), (2671, False), (2677, False), (2684, False), (2690, False), (2701, False), (2887, False), (3026, False), (3030, False), (3132, False), (3418, False), (3419, False), (3443, False), (3543, False), (3658, False), (3736, False), (3754, False), (3774, False), (3828, False), (3874, False), (3906, False), (4151, False), (4200, False), (4202, False), (4211, False), (4221, False), (4235, False), (4497, False), (4709, False), (4717, False), (4778, False), (4801, True), (4948, True), (4960, False), (5146, False), (5389, True), (5730, False)]
to-de	INCOMPLETE	[(1278, False)]
to-e	COMPLETE	[(4884, True)]
to-i-je	INCOMPLETE	[(701, False)]
to-i-qe	COMPLETE	[(5197, True)]
to-ka-te-ri-ja	COMPLETE	[(5416, True)]
to-ke	INCOMPLETE	[(2733, False)]
to-ke-u	COMPLETE	[(4708, True)]
to-ko	MOSTLY_COMPLETE	[(2679, True), (5470, True)]
to-ko-do-mo	COMPLETE	[(4696, True), (4698, True), (4982, True)]
to-ko-so-ta	COMPLETE	[(668, True)]
to-ko-so-wo-ko	COMPLETE	[(4707, True)]
to-ma-ko	COMPLETE	[(2847, True)]
to-ma-ko-qe	COMPLETE	[(2848, True), (2852, True)]
to-me	COMPLETE	[(4951, True)]
to-mi-ka	MOSTLY_COMPLETE	[(4291, False), (4292, True), (4335, True), (4336, True), (4354, True), (4356, True)]
to-mo	INCOMPLETE	[(4701, False)]
to-na-ta	COMPLETE	[(2711, True)]
to-ni	UNCERTAIN	[(666, True), (2911, False)]
to-ni-ja	COMPLETE	[(4250, True)]
to-ni-jo	COMPLETE	[(5354, True)]
to-no	MOSTLY_COMPLETE	[(5038, False), (5346, True), (5347, True), (5352, True)]
to-no-e-ke-te-ri-jo	COMPLETE	[(5023, True)]
to-no-qe	COMPLETE	[(695, True)]
to-o	COMPLETE	[(5394, True)]
to-pa	COMPLETE	[(5372, True)]
to-pe-si	COMPLETE	[(2713, True)]
to-pe-za	COMPLETE	[(671, True), (5345, True), (5351, True), (5353, True)]
to-pe-zo	COMPLETE	[(5353, True)]
to-qa	COMPLETE	[(3934, True), (4040, True)]
to-qi-da-so	COMPLETE	[(4987, True)]
to-qi-de	COMPLETE	[(5345, True), (5351, True)]
to-qi-de-ja	COMPLETE	[(5348, True)]
to-qi-de-jo	COMPLETE	[(5353, True)]
to-qi-de-qe	COMPLETE	[(5355, True)]
to-qi-de-we-sa	COMPLETE	[(5350, True)]
to-ra	COMPLETE	[(551, True), (553, True), (5420, True)]
to-ra-ka	UNCERTAIN	[(2424, True)]
to-ra-ke	UNCERTAIN	[(5335, True), (5423, False)]
to-ri-jo	COMPLETE	[(5065, True)]
to-ro	INCOMPLETE	[(1444, False), (2324, False), (3165, False), (5563, False)]
to-ro-ja	COMPLETE	[(4954, True)]
to-ro-ki-no	COMPLETE	[(686, True)]
to-ro-no-wo-ko	COMPLETE	[(2678, True)]
to-ro-o	COMPLETE	[(4718, True)]
to-ro-qa	MOSTLY_COMPLETE	[(2040, False), (3952, True), (3969, True), (4006, True), (4031, True)]
to-ro-qe-jo-me-no	COMPLETE	[(4957, True)]
to-ro-qo	COMPLETE	[(133, True)]
to-ro-wa-ko	COMPLETE	[(2818, True)]
to-ro-wa-so	COMPLETE	[(5185, True)]
to-ro-wi	COMPLETE	[(4750, True), (5064, True)]
to-ro-wi-ka	COMPLETE	[(4695, True)]
to-ro-wi-ko	COMPLETE	[(4774, True)]
to-ro-wo	MOSTLY_COMPLETE	[(2491, False), (4703, True), (5410, True)]
to-ru-ko-ro	COMPLETE	[(4774, True)]
